|intrinsics|ASM|XED_iform|ISA|CPUID|form|ret|op
774|_mm_movpi64_epi64|MOVQ2DQ|MOVQ2DQ_XMMdq_MMXq|SSE2|['SSE2']|xmm, mm|__m128i|__m64,
775|_mm_move_epi64|MOVQ|MOVQ_XMMdq_XMMq_0F7E|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,
776|_mm_packs_epi16|PACKSSWB|PACKSSWB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
777|_mm_packs_epi32|PACKSSDW|PACKSSDW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
778|_mm_packus_epi16|PACKUSWB|PACKUSWB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
779|_mm_extract_epi16|PEXTRW|PEXTRW_GPR32_XMMdq_IMMb|SSE2|['SSE2']|r32, xmm, imm8|int|__m128i,int,
780|_mm_insert_epi16|PINSRW|PINSRW_XMMdq_GPR32_IMMb|SSE2|['SSE2']|xmm, r32, imm8|__m128i|__m128i,int,int,
781|_mm_movemask_epi8|PMOVMSKB|PMOVMSKB_GPR32_XMMdq|SSE2|['SSE2']|r32, xmm|int|__m128i,
782|_mm_shuffle_epi32|PSHUFD|PSHUFD_XMMdq_XMMdq_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128i|__m128i,int,
783|_mm_shufflehi_epi16|PSHUFHW|PSHUFHW_XMMdq_XMMdq_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128i|__m128i,int,
784|_mm_shufflelo_epi16|PSHUFLW|PSHUFLW_XMMdq_XMMdq_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128i|__m128i,int,
785|_mm_unpackhi_epi8|PUNPCKHBW|PUNPCKHBW_XMMdq_XMMq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
786|_mm_unpackhi_epi16|PUNPCKHWD|PUNPCKHWD_XMMdq_XMMq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
787|_mm_unpackhi_epi32|PUNPCKHDQ|PUNPCKHDQ_XMMdq_XMMq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
788|_mm_unpackhi_epi64|PUNPCKHQDQ|PUNPCKHQDQ_XMMdq_XMMq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
789|_mm_unpacklo_epi8|PUNPCKLBW|PUNPCKLBW_XMMdq_XMMq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
790|_mm_unpacklo_epi16|PUNPCKLWD|PUNPCKLWD_XMMdq_XMMq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
791|_mm_unpacklo_epi32|PUNPCKLDQ|PUNPCKLDQ_XMMdq_XMMq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
792|_mm_unpacklo_epi64|PUNPCKLQDQ|PUNPCKLQDQ_XMMdq_XMMq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
793|_mm_add_sd|ADDSD|ADDSD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
794|_mm_add_pd|ADDPD|ADDPD_XMMpd_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
795|_mm_div_sd|DIVSD|DIVSD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
796|_mm_div_pd|DIVPD|DIVPD_XMMpd_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
797|_mm_max_sd|MAXSD|MAXSD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
798|_mm_max_pd|MAXPD|MAXPD_XMMpd_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
799|_mm_min_sd|MINSD|MINSD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
800|_mm_min_pd|MINPD|MINPD_XMMpd_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
801|_mm_mul_sd|MULSD|MULSD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
802|_mm_mul_pd|MULPD|MULPD_XMMpd_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
803|_mm_sqrt_sd|SQRTSD|SQRTSD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
804|_mm_sqrt_pd|SQRTPD|SQRTPD_XMMpd_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,
805|_mm_sub_sd|SUBSD|SUBSD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
806|_mm_sub_pd|SUBPD|SUBPD_XMMpd_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
807|_mm_and_pd|ANDPD|ANDPD_XMMxuq_XMMxuq|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
808|_mm_andnot_pd|ANDNPD|ANDNPD_XMMxuq_XMMxuq|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
809|_mm_or_pd|ORPD|ORPD_XMMxuq_XMMxuq|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
810|_mm_xor_pd|XORPD|XORPD_XMMxuq_XMMxuq|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
811|_mm_cmpeq_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
812|_mm_cmplt_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
813|_mm_cmple_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
814|_mm_cmpgt_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
815|_mm_cmpge_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
816|_mm_cmpord_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
817|_mm_cmpunord_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
818|_mm_cmpneq_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
819|_mm_cmpnlt_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
820|_mm_cmpnle_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
821|_mm_cmpngt_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
822|_mm_cmpnge_sd|CMPSD|CMPSD_XMM_XMMsd_XMMsd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
823|_mm_cmpeq_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
824|_mm_cmplt_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
825|_mm_cmple_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
826|_mm_cmpgt_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
827|_mm_cmpge_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
828|_mm_cmpord_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
829|_mm_cmpunord_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
830|_mm_cmpneq_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
831|_mm_cmpnlt_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
832|_mm_cmpnle_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
833|_mm_cmpngt_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
834|_mm_cmpnge_pd|CMPPD|CMPPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
835|_mm_comieq_sd|COMISD|COMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
836|_mm_comilt_sd|COMISD|COMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
837|_mm_comile_sd|COMISD|COMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
838|_mm_comigt_sd|COMISD|COMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
839|_mm_comige_sd|COMISD|COMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
840|_mm_comineq_sd|COMISD|COMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
841|_mm_ucomieq_sd|UCOMISD|UCOMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
842|_mm_ucomilt_sd|UCOMISD|UCOMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
843|_mm_ucomile_sd|UCOMISD|UCOMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
844|_mm_ucomigt_sd|UCOMISD|UCOMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
845|_mm_ucomige_sd|UCOMISD|UCOMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
846|_mm_ucomineq_sd|UCOMISD|UCOMISD_XMMsd_XMMsd|SSE2|['SSE2']|xmm, xmm|int|__m128d,__m128d,
847|_mm_cvtpd_ps|CVTPD2PS|CVTPD2PS_XMMps_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128|__m128d,
848|_mm_cvtps_pd|CVTPS2PD|CVTPS2PD_XMMpd_XMMq|SSE2|['SSE2']|xmm, xmm|__m128d|__m128,
849|_mm_cvtpd_epi32|CVTPD2DQ|CVTPD2DQ_XMMdq_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128i|__m128d,
850|_mm_cvtsd_si32|CVTSD2SI|CVTSD2SI_GPR32d_XMMsd|SSE2|['SSE2']|r32, xmm|int|__m128d,
851|_mm_cvtsd_si64|CVTSD2SI|CVTSD2SI_GPR64q_XMMsd|SSE2|['SSE2']|r64, xmm|__int64|__m128d,
852|_mm_cvtsd_si64x|CVTSD2SI|CVTSD2SI_GPR64q_XMMsd|SSE2|['SSE2']|r64, xmm|__int64|__m128d,
853|_mm_cvtsd_ss|CVTSD2SS|CVTSD2SS_XMMss_XMMsd|SSE2|['SSE2']|xmm, xmm|__m128|__m128,__m128d,
854|_mm_cvtsd_f64|MOVSD|MOVSD_XMM_MEMsd_XMMsd|SSE2|['SSE2']|m64, xmm|double|__m128d,
855|_mm_cvtss_sd|CVTSS2SD|CVTSS2SD_XMMsd_XMMss|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128,
856|_mm_cvttpd_epi32|CVTTPD2DQ|CVTTPD2DQ_XMMdq_XMMpd|SSE2|['SSE2']|xmm, xmm|__m128i|__m128d,
857|_mm_cvttsd_si32|CVTTSD2SI|CVTTSD2SI_GPR32d_XMMsd|SSE2|['SSE2']|r32, xmm|int|__m128d,
858|_mm_cvttsd_si64|CVTTSD2SI|CVTTSD2SI_GPR64q_XMMsd|SSE2|['SSE2']|r64, xmm|__int64|__m128d,
859|_mm_cvttsd_si64x|CVTTSD2SI|CVTTSD2SI_GPR64q_XMMsd|SSE2|['SSE2']|r64, xmm|__int64|__m128d,
860|_mm_cvtps_epi32|CVTPS2DQ|CVTPS2DQ_XMMdq_XMMps|SSE2|['SSE2']|xmm, xmm|__m128i|__m128,
861|_mm_cvttps_epi32|CVTTPS2DQ|CVTTPS2DQ_XMMdq_XMMps|SSE2|['SSE2']|xmm, xmm|__m128i|__m128,
862|_mm_cvtpd_pi32|CVTPD2PI|CVTPD2PI_MMXq_XMMpd|SSE2|['SSE2']|mm, xmm|__m64|__m128d,
863|_mm_cvttpd_pi32|CVTTPD2PI|CVTTPD2PI_MMXq_XMMpd|SSE2|['SSE2']|mm, xmm|__m64|__m128d,
864|_mm_set_sd|seq|seq|SSE2|['SSE2']||__m128d|double,
865|_mm_set1_pd|seq|seq|SSE2|['SSE2']||__m128d|double,
866|_mm_set_pd1|seq|seq|SSE2|['SSE2']||__m128d|double,
867|_mm_set_pd|seq|seq|SSE2|['SSE2']||__m128d|double,double,
868|_mm_setr_pd|seq|seq|SSE2|['SSE2']||__m128d|double,double,
869|_mm_setzero_pd|XORPD|XORPD_XMMxuq_XMMxuq|SSE2|['SSE2']|xmm, xmm|__m128d|void,
870|_mm_load_pd|MOVAPD|MOVAPD_XMMpd_MEMpd|SSE2|['SSE2']|xmm, m128|__m128d|double const*,
871|_mm_load1_pd|MOVAPD|MOVAPD_XMMpd_MEMpd|SSE2|['SSE2']|xmm, m128|__m128d|double const*,
872|_mm_load_pd1|MOVAPD|MOVAPD_XMMpd_MEMpd|SSE2|['SSE2']|xmm, m128|__m128d|double const*,
873|_mm_loadr_pd|MOVAPD|MOVAPD_XMMpd_MEMpd|SSE2|['SSE2']|xmm, m128|__m128d|double const*,
874|_mm_loadu_pd|MOVUPD|MOVUPD_XMMpd_MEMpd|SSE2|['SSE2']|xmm, m128|__m128d|double const*,
875|_mm_load_sd|MOVSD|MOVSD_XMM_XMMdq_MEMsd|SSE2|['SSE2']|xmm, m64|__m128d|double const*,
876|_mm_loadh_pd|MOVHPD|MOVHPD_XMMsd_MEMq|SSE2|['SSE2']|xmm, m64|__m128d|__m128d,double const*,
877|_mm_loadl_pd|MOVLPD|MOVLPD_XMMsd_MEMq|SSE2|['SSE2']|xmm, m64|__m128d|__m128d,double const*,
878|_mm_stream_pd|MOVNTPD|MOVNTPD_MEMdq_XMMpd|SSE2|['SSE2']|m128, xmm|void|double*,__m128d,
879|_mm_store_sd|MOVSD|MOVSD_XMM_MEMsd_XMMsd|SSE2|['SSE2']|m64, xmm|void|double*,__m128d,
880|_mm_store1_pd|seq|seq|SSE2|['SSE2']||void|double*,__m128d,
881|_mm_store_pd1|seq|seq|SSE2|['SSE2']||void|double*,__m128d,
882|_mm_store_pd|MOVAPD|MOVAPD_MEMpd_XMMpd|SSE2|['SSE2']|m128, xmm|void|double*,__m128d,
883|_mm_storeu_pd|MOVUPD|MOVUPD_MEMpd_XMMpd|SSE2|['SSE2']|m128, xmm|void|double*,__m128d,
884|_mm_storer_pd|seq|seq|SSE2|['SSE2']||void|double*,__m128d,
885|_mm_storeh_pd|MOVHPD|MOVHPD_MEMq_XMMsd|SSE2|['SSE2']|m64, xmm|void|double*,__m128d,
886|_mm_storel_pd|MOVLPD|MOVLPD_MEMq_XMMsd|SSE2|['SSE2']|m64, xmm|void|double*,__m128d,
887|_mm_unpackhi_pd|UNPCKHPD|UNPCKHPD_XMMpd_XMMq|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
888|_mm_unpacklo_pd|UNPCKLPD|UNPCKLPD_XMMpd_XMMq|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
889|_mm_movemask_pd|MOVMSKPD|MOVMSKPD_GPR32_XMMpd|SSE2|['SSE2']|r32, xmm|int|__m128d,
890|_mm_shuffle_pd|SHUFPD|SHUFPD_XMMpd_XMMpd_IMMb|SSE2|['SSE2']|xmm, xmm, imm8|__m128d|__m128d,__m128d,int,
891|_mm_move_sd|MOVSD|MOVSD_XMM_XMMsd_XMMsd_0F10|SSE2|['SSE2']|xmm, xmm|__m128d|__m128d,__m128d,
892|_mm_castpd_ps|none|none|SSE2|['SSE2']||__m128|__m128d,
893|_mm_castpd_si128|none|none|SSE2|['SSE2']||__m128i|__m128d,
894|_mm_castps_pd|none|none|SSE2|['SSE2']||__m128d|__m128,
895|_mm_castps_si128|none|none|SSE2|['SSE2']||__m128i|__m128,
896|_mm_castsi128_pd|none|none|SSE2|['SSE2']||__m128d|__m128i,
897|_mm_castsi128_ps|none|none|SSE2|['SSE2']||__m128|__m128i,
898|_mm_addsub_ps|ADDSUBPS|ADDSUBPS_XMMps_XMMps|SSE3|['SSE3']|xmm, xmm|__m128|__m128,__m128,
899|_mm_addsub_pd|ADDSUBPD|ADDSUBPD_XMMpd_XMMpd|SSE3|['SSE3']|xmm, xmm|__m128d|__m128d,__m128d,
900|_mm_hadd_pd|HADDPD|HADDPD_XMMpd_XMMpd|SSE3|['SSE3']|xmm, xmm|__m128d|__m128d,__m128d,
901|_mm_hadd_ps|HADDPS|HADDPS_XMMps_XMMps|SSE3|['SSE3']|xmm, xmm|__m128|__m128,__m128,
902|_mm_hsub_pd|HSUBPD|HSUBPD_XMMpd_XMMpd|SSE3|['SSE3']|xmm, xmm|__m128d|__m128d,__m128d,
903|_mm_hsub_ps|HSUBPS|HSUBPS_XMMps_XMMps|SSE3|['SSE3']|xmm, xmm|__m128|__m128,__m128,
904|_mm_lddqu_si128|LDDQU|LDDQU_XMMpd_MEMdq|SSE3|['SSE3']|xmm, m128|__m128i|__m128i const*,
905|_mm_movedup_pd|MOVDDUP|MOVDDUP_XMMdq_XMMq|SSE3|['SSE3']|xmm, xmm|__m128d|__m128d,
906|_mm_loaddup_pd|MOVDDUP|MOVDDUP_XMMdq_MEMq|SSE3|['SSE3']|xmm, m64|__m128d|double const*,
907|_mm_movehdup_ps|MOVSHDUP|MOVSHDUP_XMMps_XMMps|SSE3|['SSE3']|xmm, xmm|__m128|__m128,
908|_mm_moveldup_ps|MOVSLDUP|MOVSLDUP_XMMps_XMMps|SSE3|['SSE3']|xmm, xmm|__m128|__m128,
909|_mm_blend_pd|BLENDPD|BLENDPD_XMMdq_XMMdq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128d|__m128d,__m128d,const int,
910|_mm_blend_ps|BLENDPS|BLENDPS_XMMdq_XMMdq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,__m128,const int,
911|_mm_blendv_pd|BLENDVPD|BLENDVPD_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128d|__m128d,__m128d,__m128d,
912|_mm_blendv_ps|BLENDVPS|BLENDVPS_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128|__m128,__m128,__m128,
913|_mm_blendv_epi8|PBLENDVB|PBLENDVB_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,__m128i,
914|_mm_blend_epi16|PBLENDW|PBLENDW_XMMdq_XMMdq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128i|__m128i,__m128i,const int,
915|_mm_dp_pd|DPPD|DPPD_XMMdq_XMMdq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128d|__m128d,__m128d,const int,
916|_mm_dp_ps|DPPS|DPPS_XMMdq_XMMdq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,__m128,const int,
917|_mm_extract_ps|EXTRACTPS|EXTRACTPS_GPR32d_XMMdq_IMMb|SSE4.1|['SSE4.1']|r32, xmm, imm8|int|__m128,const int,
918|_mm_extract_epi8|PEXTRB|PEXTRB_GPR32d_XMMdq_IMMb|SSE4.1|['SSE4.1']|r32, xmm, imm8|int|__m128i,const int,
919|_mm_extract_epi32|PEXTRD|PEXTRD_GPR32d_XMMdq_IMMb|SSE4.1|['SSE4.1']|r32, xmm, imm8|int|__m128i,const int,
920|_mm_extract_epi64|PEXTRQ|PEXTRQ_GPR64q_XMMdq_IMMb|SSE4.1|['SSE4.1']|r64, xmm, imm8|__int64|__m128i,const int,
921|_mm_insert_ps|INSERTPS|INSERTPS_XMMps_XMMps_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,__m128,const int,
922|_mm_insert_epi8|PINSRB|PINSRB_XMMdq_GPR32d_IMMb|SSE4.1|['SSE4.1']|xmm, r32, imm8|__m128i|__m128i,int,const int,
923|_mm_insert_epi32|PINSRD|PINSRD_XMMdq_GPR32d_IMMb|SSE4.1|['SSE4.1']|xmm, r32, imm8|__m128i|__m128i,int,const int,
924|_mm_insert_epi64|PINSRQ|PINSRQ_XMMdq_GPR64q_IMMb|SSE4.1|['SSE4.1']|xmm, r64, imm8|__m128i|__m128i,__int64,const int,
925|_mm_max_epi8|PMAXSB|PMAXSB_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
926|_mm_max_epi32|PMAXSD|PMAXSD_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
927|_mm_max_epu32|PMAXUD|PMAXUD_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
928|_mm_max_epu16|PMAXUW|PMAXUW_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
929|_mm_min_epi8|PMINSB|PMINSB_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
930|_mm_min_epi32|PMINSD|PMINSD_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
931|_mm_min_epu32|PMINUD|PMINUD_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
932|_mm_min_epu16|PMINUW|PMINUW_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
933|_mm_packus_epi32|PACKUSDW|PACKUSDW_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
934|_mm_cmpeq_epi64|PCMPEQQ|PCMPEQQ_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
935|_mm_cvtepi8_epi16|PMOVSXBW|PMOVSXBW_XMMdq_XMMq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
936|_mm_cvtepi8_epi32|PMOVSXBD|PMOVSXBD_XMMdq_XMMd|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
937|_mm_cvtepi8_epi64|PMOVSXBQ|PMOVSXBQ_XMMdq_XMMw|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
938|_mm_cvtepi16_epi32|PMOVSXWD|PMOVSXWD_XMMdq_XMMq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
939|_mm_cvtepi16_epi64|PMOVSXWQ|PMOVSXWQ_XMMdq_XMMd|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
940|_mm_cvtepi32_epi64|PMOVSXDQ|PMOVSXDQ_XMMdq_XMMq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
941|_mm_cvtepu8_epi16|PMOVZXBW|PMOVZXBW_XMMdq_XMMq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
942|_mm_cvtepu8_epi32|PMOVZXBD|PMOVZXBD_XMMdq_XMMd|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
943|_mm_cvtepu8_epi64|PMOVZXBQ|PMOVZXBQ_XMMdq_XMMw|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
944|_mm_cvtepu16_epi32|PMOVZXWD|PMOVZXWD_XMMdq_XMMq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
945|_mm_cvtepu16_epi64|PMOVZXWQ|PMOVZXWQ_XMMdq_XMMd|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
946|_mm_cvtepu32_epi64|PMOVZXDQ|PMOVZXDQ_XMMdq_XMMq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
947|_mm_mul_epi32|PMULDQ|PMULDQ_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
948|_mm_mullo_epi32|PMULLD|PMULLD_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,__m128i,
949|_mm_testz_si128|PTEST|PTEST_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|int|__m128i,__m128i,
950|_mm_testc_si128|PTEST|PTEST_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|int|__m128i,__m128i,
951|_mm_testnzc_si128|PTEST|PTEST_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|int|__m128i,__m128i,
952|_mm_test_all_zeros|PTEST|PTEST_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|int|__m128i,__m128i,
953|_mm_test_mix_ones_zeros|PTEST|PTEST_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|int|__m128i,__m128i,
954|_mm_test_all_ones|PTEST|PTEST_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|int|__m128i,
955|_mm_round_pd|ROUNDPD|ROUNDPD_XMMpd_XMMpd_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128d|__m128d,int,
956|_mm_floor_pd|ROUNDPD|ROUNDPD_XMMpd_XMMpd_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128d|__m128d,
957|_mm_ceil_pd|ROUNDPD|ROUNDPD_XMMpd_XMMpd_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128d|__m128d,
958|_mm_round_ps|ROUNDPS|ROUNDPS_XMMps_XMMps_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,int,
959|_mm_floor_ps|ROUNDPS|ROUNDPS_XMMps_XMMps_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,
